Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Total_Spending,NumChildren,Cluster,PC1,PC2
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0,912,1,3,-0.44091568628519456,1.1675103908884292
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,53,2321,0,0,0,1,0,0,0,1,0,0,89,82,0,267,1,2,-1.4997903161051742,-0.702433322856039
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,1,0,0,0,0,0,0,1,0,0,1032,1002,1,3096,0,1,1.3095429455820364,-0.3101027532101184
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,68,2484,0,0,0,1,0,1,0,0,0,0,226,220,0,678,1,0,-0.5400420105821854,-0.3301302846800878
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2347,0,0,1,0,0,0,0,0,1,0,50,24,0,150,1,0,-2.052789050348827,0.4703145631947622
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,43,2393,0,0,0,1,0,1,0,0,0,0,32,10,0,96,1,2,-2.0204473436573185,0.4944279018934105
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,0,0,0,0,1,0,0,1,0,0,182,163,0,546,1,2,-1.0391734154772212,0.020524750688990998
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,0,0,1,0,0,0,0,0,0,1,304,202,0,912,1,2,-0.44842772247328505,-0.22003477912285965
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2,5757,0,1,2.8520247346443153,-0.7657347456571384
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,0,0,0,1,0,0,0,1,0,0,608,554,0,1824,1,1,0.9185998157860759,-0.29419656370486963
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,0,1,0,0,0,1,0,0,0,0,35,29,0,105,1,0,-2.0095555925383946,-0.17943456810202227
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,0,0,0,0,1,0,0,1,0,0,1554,1508,0,4662,0,1,1.7935730941719437,-1.4863134312750133
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,0,1,0,0,0,0,0,1,0,0,124,114,0,372,1,0,-1.2698910538584771,-0.6293273727250843
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,0,1,0,0,0,0,0,1,0,0,41,13,1,123,2,2,-2.1237546621271024,0.9159972371385029
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,0,1,0,0,0,0,0,0,1,0,20,19,0,60,2,2,-2.2553186327093853,-0.2622396246807205
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,0,0,1,0,0,1,0,0,0,0,36,18,0,108,2,0,-1.774341603707896,-0.5030287663816672
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,0,0,1,0,0,0,0,1,0,0,57,23,1,171,1,2,-2.0768198143855323,0.06284211627954306
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,0,0,1,0,0,0,0,0,0,1,492,458,0,1476,1,3,0.5971000824759561,0.14945005373359768
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,0,1,0,0,0,0,0,1,0,0,120,78,0,360,0,0,-1.8123841209249674,-0.5988486098909708
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,0,1,0,0,0,0,0,0,1,0,961,914,0,2883,0,1,2.7118064880431745,-1.0351716127014932
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,0,0,0,1,0,0,0,1,0,0,225,210,0,675,2,3,-0.8749030978130943,1.8606973555476505
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0,2031,1,1,1.0250095421735212,0.27399401157254405
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1,4983,0,1,2.409993536756328,-0.9961737415206153
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0,141,0,2,-2.2416313540889528,0.016420471532396758
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4,5772,1,1,3.0654398677629535,-1.4475411358736057
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,0,1,0,0,0,0,0,1,0,0,66,54,0,198,1,2,-1.8196981924667237,-0.5381333453911923
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0,4602,0,1,2.49415623592933,-1.3705311975400591
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,0,0,0,1,0,0,0,0,1,0,758,721,0,2274,1,1,2.1608187153067733,0.5377089755779252
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,2418,1,3,1.5860166567421112,1.634061268442588
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,1,0,0,0,0,0,0,0,0,1,307,283,0,921,1,2,-0.3901226206034679,0.35734805136567155
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,0,0,0,1,0,0,0,0,0,1,225,185,0,675,1,2,-0.6371784154592511,-0.24285045108287154
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,0,0,1,0,0,0,0,1,0,0,1023,981,0,3069,1,3,1.0607775089114175,0.6229708245734916
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,0,0,0,1,0,0,0,0,1,0,10,9,0,30,2,0,-2.3379956463903464,-0.8158968035649986
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,0,0,1,0,0,0,0,1,0,0,17,13,0,51,1,2,-1.9107587747689874,-0.9236403658318806
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,2728,0,0,0,1,0,0,0,1,0,0,16,15,0,48,2,2,-2.1404162216186626,-0.8092517760670893
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,0,1,0,0,0,0,0,1,0,0,263,157,0,789,1,3,-0.6807619716149804,1.5790922470753785
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,0,1,0,0,0,0,0,0,0,1,37,36,0,111,2,0,-1.9699818247966812,-0.39514144567864906
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,42,2448,0,0,1,0,0,1,0,0,0,0,153,129,0,459,1,2,-1.3167509798064707,0.48450873154468904
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,50,2491,0,0,0,1,0,0,0,0,0,1,259,239,0,777,1,2,-0.22446660945610122,-0.40723962487329846
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2429,0,1,0,0,0,0,0,0,1,0,62,62,0,186,1,0,-1.851279040131928,-0.23127419177450426
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,43,2673,0,1,0,0,0,0,0,0,0,1,1206,1182,3,3618,1,1,1.5458967213990114,0.4379496125848536
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,52,2248,0,1,0,0,0,0,0,1,0,0,152,122,0,456,2,2,-1.0339507454332015,0.44806290192766435
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,50,2469,0,1,0,0,0,0,0,1,0,0,42,35,0,126,2,2,-2.2932341981341793,1.0387032814486161
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2445,0,0,0,1,0,0,0,0,0,1,67,59,0,201,2,2,-1.4734859963459197,-0.2491124989580473
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,64,2514,0,0,0,1,0,0,0,0,1,0,223,219,0,669,2,3,-0.5802190834275965,1.6366015574170507
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,46,2755,0,1,0,0,0,0,0,0,0,1,213,211,1,639,2,3,-0.8348944299667592,1.2410571056280708
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,69,2627,0,0,0,1,0,0,0,1,0,0,345,246,0,1035,1,3,-0.43464213796018886,2.745277683482701
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2411,0,0,0,1,0,1,0,0,0,0,37,27,0,111,2,0,-1.751511300471067,-0.9179354692757014
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,0,1,0,0,0,0,0,0,1,0,91,39,0,273,0,0,-1.8841920410551327,-0.6757892352347821
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2246,0,0,0,1,0,0,0,1,0,0,53,51,0,159,1,0,-1.7982642441564307,-0.2624642740673757
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,2231,0,0,0,1,0,1,0,0,0,0,54,45,0,162,2,2,-1.8170792784628396,0.8327330551056443
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,65,2803,0,0,0,0,1,0,0,1,0,0,1643,1419,3,4929,0,1,2.937309954980777,-1.3532877352753694
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,59,2447,0,1,0,0,0,0,0,0,1,0,600,589,0,1800,1,1,1.0468362284592438,-0.22652072605793347
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,65,2202,0,0,0,1,0,0,0,1,0,0,443,413,1,1329,1,3,0.21129383275828056,0.9652512724649251
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,61,2472,0,0,0,1,0,0,0,1,0,0,33,11,0,99,0,0,-2.1283758847119283,-0.8610149798773261
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,36,2784,0,0,1,0,0,0,0,0,0,1,64,47,0,192,1,2,-1.7660783970712315,-0.30296086840349074
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,45,2723,0,1,0,0,0,0,0,0,1,0,2066,2046,2,6198,0,1,3.574422754119169,-1.9214844076454596
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,0,0,1,0,0,0,0,0,1,0,1313,1148,0,3939,0,1,2.0680720548589058,-1.2593002143174445
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,43,2309,0,0,0,1,0,0,0,1,0,0,33,17,0,99,1,2,-2.1107169489351914,-0.7265059463088546
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,48,2450,0,1,0,0,0,0,0,0,0,1,382,382,0,1146,0,1,0.2723656012499161,-0.8253998899224341
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,45,2442,0,0,0,1,0,0,0,0,1,0,39,9,0,117,1,2,-2.183342221489355,0.5349462955522507
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,1,0,0,0,0,0,0,1,0,0,54,41,0,162,1,0,-2.150753421458366,-0.6359716159145038
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2412,0,1,0,0,0,0,0,0,1,0,28,26,0,84,2,2,-1.9044012955333016,-0.3522248187190421
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2549,0,1,0,0,0,1,0,0,0,0,48,33,0,144,1,2,-1.9598539583835768,0.295223667669734
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39,2840,0,0,0,1,0,0,0,1,0,0,75,71,0,225,1,0,-1.7104410924844629,0.45327121078895666
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,59,2652,0,0,1,0,0,0,0,1,0,0,38,34,0,114,1,2,-2.172088084246609,-0.7370625089635358
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,60,2826,0,0,0,1,0,0,0,1,0,0,720,621,0,2160,1,1,1.41642709910241,0.44802437520778315
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,65,2444,0,0,1,0,0,0,0,1,0,0,1097,1043,0,3291,0,1,1.4661397708873092,-1.0675018787027444
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,72,2726,0,1,0,0,0,0,0,0,0,1,545,496,0,1635,2,3,0.7994330761364589,0.5057261436277131
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2678,0,0,0,1,0,0,0,0,1,0,115,101,0,345,2,0,-1.2155333456614135,0.6526617335236472
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,34,2706,0,0,1,0,0,0,0,0,1,0,149,85,0,447,1,2,-1.7224300581156917,1.2425077991386329
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,47,2297,0,0,0,0,1,0,0,1,0,0,63,59,0,189,1,0,-1.6801454397729039,-0.5518634189586006
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,2634,1,0,0,0,0,0,0,1,0,0,27,26,0,81,3,0,-2.2609350965024952,-0.7670322792954812
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,45,2770,0,1,0,0,0,0,1,0,0,0,34,23,0,102,1,2,-2.1622445383845967,-0.2741970846600239
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,55,2212,0,1,0,0,0,0,0,1,0,0,1171,1149,1,3513,0,1,1.849952153096269,-0.7518846433693729
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,51,2473,0,0,1,0,0,0,0,0,1,0,228,188,0,684,0,0,-1.2381059664323326,-0.024048170053932727
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,76,2505,0,0,0,0,1,0,0,0,1,0,256,246,0,768,0,0,-0.6501807870853437,-0.6233457492557587
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2724,0,1,0,0,0,0,1,0,0,0,22,7,0,66,1,2,-2.4387601042128155,-0.6763315297098972
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,0,1,0,0,0,0,0,1,0,0,35,33,0,105,3,2,-2.2182383743890406,-0.06774398993621625
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,51,2756,0,0,1,0,0,0,0,0,0,1,841,800,0,2523,0,3,1.4458935480032775,0.7345870439942536
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,46,2497,0,1,0,0,0,0,0,1,0,0,349,325,0,1047,2,3,-0.2726709863315041,1.5496097053633044
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,2578,0,0,1,0,0,0,0,0,1,0,32,29,0,96,3,0,-2.0232932600088116,-0.43951637051115094
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,2627,0,0,0,0,1,0,0,1,0,0,32,22,0,96,2,2,-1.6165422832325504,-0.9224997154924335
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,60,2840,0,1,0,0,0,0,0,0,1,0,300,274,0,900,1,2,-0.82016140195902,1.1734620035897578
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,59,2512,0,1,0,0,0,0,0,0,0,1,389,374,0,1167,1,3,0.05301876724235358,0.783299921546696
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,49,2509,0,0,1,0,0,0,0,1,0,0,63,31,0,189,0,0,-1.9340893236879162,-0.7952431308401599
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,71,2270,0,0,0,0,1,0,0,1,0,0,904,869,2,2712,0,1,0.8434107296506542,-0.8643164068949993
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2342,0,0,1,0,0,1,0,0,0,0,31,29,0,93,1,2,-2.0099390091895444,-0.8286173230404611
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,65,2550,0,1,0,0,0,1,0,0,0,0,874,767,1,2622,0,1,1.8948040063783376,-0.7921394870132955
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,2684,0,1,0,0,0,0,0,1,0,0,30,24,0,90,1,0,-2.407704460913871,-0.11769445765941099
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,45,2550,0,0,1,0,0,0,0,1,0,0,1047,857,0,3141,1,1,2.069386579108058,-0.3890385400354696
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,60,2805,0,0,0,1,0,0,0,1,0,0,1808,1791,0,5424,1,3,3.6430128845770646,2.432407159005221
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,2820,1,0,0,0,0,0,0,0,0,1,95,87,0,285,2,0,-1.7367853658185228,0.3260139375412298
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,43,2717,0,0,1,0,0,0,0,1,0,0,188,185,0,564,1,0,-1.3678298140693228,0.5196129666691154
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,0,1,0,0,0,0,0,0,0,1,1556,1526,0,4668,1,1,2.665750600737554,0.17851193493679657
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,62,2175,0,0,0,1,0,0,0,0,0,1,909,855,0,2727,0,1,0.7156680813266312,-1.0055131787307163
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,2418,1,3,1.5860166567421112,1.634061268442588
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,60,2293,0,0,1,0,0,1,0,0,0,0,63,33,1,189,0,2,-1.8078744921188334,-0.6511541879496907
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,47,2596,0,0,1,0,0,0,0,1,0,0,1508,1429,0,4524,0,1,2.659126907283999,-0.8544506183032158
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,2270,1,0,0,0,0,0,0,1,0,0,15,14,0,45,3,2,-1.9633288410129652,-0.8389578886811028
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,68,2549,0,0,1,0,0,0,0,1,0,0,1212,1049,0,3636,0,1,4.023511974417896,-0.5092894219954004
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,58,2696,0,1,0,0,0,0,0,1,0,0,345,297,0,1035,1,2,-0.050611445138233756,-0.4660631124240686
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,70,2798,1,0,0,0,0,0,0,0,1,0,1408,1339,0,4224,1,3,2.1499990473772512,1.6002023089055513
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,49,2394,0,1,0,0,0,0,0,1,0,0,1106,1033,1,3318,1,1,1.4234102991981075,-0.04988771044749346
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0,2538,1,1,1.8579770443109236,0.6682880804826996
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,72,2206,0,0,0,1,0,0,0,0,0,1,1322,1296,0,3966,0,1,2.3887521363183177,-1.119014565903899
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,61,2705,1,0,0,0,0,0,0,0,0,1,1282,1257,0,3846,1,3,1.7592608774202934,1.259385390242182
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,56,2577,0,0,1,0,0,0,0,1,0,0,342,198,1,1026,1,2,-0.2409260543211973,0.013334056912848877
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,73,2635,0,0,0,1,0,0,0,0,1,0,2105,1958,2,6315,0,1,1.841353791549817,-1.1455521194363854
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,49,2474,0,1,0,0,0,0,0,0,0,1,224,213,0,672,2,3,-0.8032263504359246,2.1641910887522893
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,50,2683,0,0,0,1,0,0,0,1,0,0,1517,1310,2,4551,0,1,4.547691272635295,-0.9200812233924034
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,50,2357,1,0,0,0,0,0,0,0,1,0,216,197,0,648,1,2,-0.6092781227174049,-0.5756760289205851
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,43,2196,0,1,0,0,0,0,0,0,1,0,1042,992,0,3126,1,1,2.7940452212511495,0.50325818231383
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,62,2445,0,0,0,1,0,0,0,1,0,0,453,307,0,1359,1,3,0.53274283878051,0.36251018265606755
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,60,2291,0,0,1,0,0,0,0,0,1,0,1970,1932,1,5910,0,1,3.2502772613453135,-1.7416682527370095
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,35,2830,0,0,0,1,0,0,0,1,0,0,42,36,0,126,1,2,-2.1896038725522806,-0.2903735197793513
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,46,2845,0,1,0,0,0,0,0,1,0,0,1163,1152,0,3489,1,3,2.9040916970811823,1.7530339627966653
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,70,2236,0,0,0,1,0,0,0,0,0,1,58,49,0,174,1,0,-1.3667052660625125,-0.9905167652177624
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,65,2854,1,0,0,0,0,0,0,1,0,0,348,331,0,1044,1,2,-0.23966807772035073,0.48737783249434585
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,67,2335,0,0,0,1,0,0,0,1,0,0,150,135,0,450,1,0,-0.7718948578761775,-0.3491811874507576
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,62,2804,0,0,0,1,0,1,0,0,0,0,185,160,0,555,0,0,-1.4128817227784636,-0.07554183076868896
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,73,2461,0,0,0,1,0,0,0,0,0,1,1024,953,0,3072,1,1,2.567524411025428,0.12133332380880796
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,54,2410,0,0,1,0,0,0,0,0,0,1,147,71,1,441,3,0,-1.091283871351305,0.6038199298141432
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,57,2728,0,0,0,1,0,0,0,1,0,0,592,587,0,1776,1,3,0.8510461532769348,1.2476192781045783
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,35,2386,0,1,0,0,0,0,0,1,0,0,16,10,0,48,1,0,-2.5414489569006475,-0.8967481636456779
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,45,2345,0,0,0,0,1,0,0,1,0,0,913,762,0,2739,1,1,1.9115515974000197,-0.3486476722071483
